Feature,Importance
Preseason_Freeze_Days,0.5485208738173097
Resort_Palisades,0.3124314895362036
Preseason_Snow,0.061464654552044695
Preseason_Prcp,0.03413723180970754
Seasonal_ONI,0.028424079713037776
Snow_Depth_At_Opening,0.014758912886628305
Resort_Kirkwood,0.00026275768506827253
Resort_Heavenly,0.0
Resort_Sugar Bowl,0.0
